"Subnet","OverlappingSubnet","SubnetSite","OverlappingSite","SiteCollision","DCInSite"
"10.0.0.0","10.70.116.0","ISD","US-S00725","True","True"
"10.0.0.0","10.223.130.0","ISD","US-S00635","True","True"
"10.0.0.0","10.214.220.0","ISD","US-S00683","True","True"
"10.0.0.0","10.2.4.0","ISD","ISD","False","True"
"10.0.0.0","10.199.162.0","ISD","US-S00581","True","True"
"10.0.0.0","10.2.48.0","ISD","ISD","False","True"
"10.0.0.0","10.164.224.0","ISD","CN-S07484","True","True"
"10.0.0.0","10.194.34.0","ISD","US-S00398","True","True"
"10.0.0.0","10.196.108.0","ISD","US-S00568","True","True"
"10.0.0.0","10.196.154.0","ISD","US-S00692","True","True"
"10.0.0.0","10.147.128.0","ISD","US-S04895","True","True"
"10.0.0.0","10.198.128.0","ISD","US-S00688","True","True"
"10.0.0.0","10.155.128.0","ISD","US-S07014","True","True"
"10.0.0.0","10.200.58.0","ISD","US-S00608","True","True"
"10.0.0.0","10.222.210.0","ISD","US-S00644","True","True"
"10.0.0.0","10.194.204.0","ISD","US-S00621","True","True"
"10.0.0.0","10.147.60.0","ISD","US-S08234","True","True"
"10.0.0.0","10.165.19.0","ISD","US-S09309","True","True"
"10.0.0.0","10.198.144.0","ISD","US-S00728","True","True"
"10.0.0.0","10.202.112.0","ISD","US-S00543","True","True"
"10.0.0.0","10.202.114.0","ISD","US-S00670","True","True"
"10.0.0.0","10.200.64.0","ISD","US-S00623","True","True"
"10.0.0.0","10.201.180.0","ISD","US-S00524","True","True"
"10.0.0.0","10.198.68.0","ISD","US-S00569","True","True"
"10.0.0.0","10.200.52.0","ISD","US-S00556","True","True"
"10.0.0.0","10.147.160.0","ISD","US-S06027","True","True"
"10.0.0.0","10.127.245.52","ISD","UK-S07422","True","True"
"10.0.0.0","10.14.12.0","ISD","CN-HOMEOFFICE","True","True"
"10.0.0.0","10.14.11.0","ISD","CN-HOMEOFFICE","True","True"
"10.0.0.0","10.214.222.0","ISD","US-S00687","True","True"
"10.0.0.0","10.220.8.0","ISD","US-S00691","True","True"
"10.0.0.0","10.212.220.0","ISD","US-S00671","True","True"
"10.0.0.0","10.2.16.0","ISD","ISD","False","True"
"10.0.0.0","10.197.246.0","ISD","US-S00551","True","True"
"10.0.0.0","10.206.2.0","ISD","US-S00385","True","True"
"10.0.0.0","10.194.36.0","ISD","US-S00510","True","True"
"10.0.0.0","10.194.188.0","ISD","US-S00538","True","True"
"10.0.0.0","10.198.156.0","ISD","US-S00746","True","True"
"10.0.0.0","10.196.144.0","ISD","US-S00552","True","True"
"10.0.0.0","10.198.30.0","ISD","US-S00753","True","True"
"10.0.0.0","10.212.80.0","ISD","US-S00739","True","True"
"10.0.0.0","10.199.68.0","ISD","US-S00647","True","True"
"10.0.0.0","10.194.12.0","ISD","US-S00396","True","True"
"10.0.0.0","10.218.32.0","ISD","US-S00638","True","True"
"10.0.0.0","10.197.78.0","ISD","US-S00619","True","True"
"10.0.0.0","10.71.88.0","ISD","US-S00562","True","True"
"10.0.0.0","10.218.160.0","ISD","US-S00612","True","True"
"10.0.0.0","10.214.68.0","ISD","US-S00381","True","True"
"10.0.0.0","10.212.222.0","ISD","US-S00606","True","True"
"10.0.0.0","10.199.50.0","ISD","US-S00506","True","True"
"10.0.0.0","10.222.30.0","ISD","US-S00366","True","True"
"10.0.0.0","10.68.168.0","ISD","US-S00582","True","True"
"10.0.0.0","10.200.184.0","ISD","US-S00370","True","True"
"10.0.0.0","10.222.112.0","ISD","US-S00562","True","True"
"10.0.0.0","10.194.192.0","ISD","US-S00557","True","True"
"10.0.0.0","10.200.56.0","ISD","US-S00593","True","True"
"10.0.0.0","10.215.118.0","ISD","US-S00594","True","True"
"10.0.0.0","10.193.24.0","ISD","US-S00373","True","True"
"10.0.0.0","10.223.58.0","ISD","US-S00533","True","True"
"10.0.0.0","10.196.142.0","ISD","US-S00545","True","True"
"10.0.0.0","10.212.156.0","ISD","US-S00371","True","True"
"10.0.0.0","10.200.38.0","ISD","US-S00514","True","True"
"10.0.0.0","10.196.148.0","ISD","US-S00657","True","True"
"10.0.0.0","10.196.162.0","ISD","US-S00747","True","True"
"10.0.0.0","10.200.40.0","ISD","US-S00516","True","True"
"10.0.0.0","10.194.40.0","ISD","US-S00601","True","True"
"10.0.0.0","10.200.74.0","ISD","US-S00714","True","True"
"10.0.0.0","10.200.68.0","ISD","US-S00649","True","True"
"10.0.0.0","10.2.40.0","ISD","ISD","False","True"
"10.0.0.0","10.198.152.0","ISD","US-S00738","True","True"
"10.0.0.0","10.196.150.0","ISD","US-S00665","True","True"
"10.0.0.0","10.198.106.0","ISD","US-S00742","True","True"
"10.0.0.0","10.200.196.0","ISD","US-S00438","True","True"
"10.0.0.0","10.127.245.96","ISD","UK-S07454","True","True"
"10.0.0.0","10.198.16.0","ISD","US-S00169","True","True"
"10.0.0.0","10.196.44.0","ISD","US-S00227","True","True"
"10.0.0.0","10.196.30.0","ISD","US-S00137","True","True"
"10.0.0.0","10.213.74.0","ISD","US-S00090","True","True"
"10.0.0.0","10.214.194.0","ISD","US-S00253","True","True"
"10.0.0.0","10.196.0.0","ISD","US-S00012","True","True"
"10.0.0.0","10.213.168.0","ISD","US-S00148","True","True"
"10.0.0.0","10.222.58.0","ISD","US-S00634","True","True"
"10.0.0.0","10.194.164.0","ISD","US-S00378","True","True"
"10.0.0.0","10.196.166.0","ISD","US-S00775","True","True"
"10.0.0.0","10.214.24.0","ISD","US-S00667","True","True"
"10.0.0.0","10.201.220.0","ISD","US-S00609","True","True"
"10.0.0.0","10.194.206.0","ISD","US-S00703","True","True"
"10.0.0.0","10.200.236.0","ISD","US-S00631","True","True"
"10.0.0.0","10.198.0.0","ISD","US-S00604","True","True"
"10.0.0.0","10.196.58.0","ISD","US-S00389","True","True"
"10.0.0.0","10.212.218.0","ISD","US-S00724","True","True"
"10.0.0.0","10.199.202.0","ISD","US-S00759","True","True"
"10.0.0.0","10.193.44.0","ISD","US-S00761","True","True"
"10.0.0.0","10.213.110.0","ISD","US-S00651","True","True"
"10.0.0.0","10.202.116.0","ISD","US-S00743","True","True"
"10.0.0.0","10.200.230.0","ISD","US-S00627","True","True"
"10.0.0.0","10.200.232.0","ISD","US-S00628","True","True"
"10.0.0.0","10.205.26.0","ISD","US-S00699","True","True"
"10.0.0.0","10.197.224.0","ISD","US-S00734","True","True"
"10.0.0.0","10.212.206.0","ISD","US-S00712","True","True"
"10.0.0.0","10.70.228.0","ISD","US-S00748","True","True"
"10.0.0.0","10.215.56.0","ISD","US-S00530","True","True"
"10.0.0.0","10.193.152.0","ISD","US-S00613","True","True"
"10.0.0.0","10.196.68.0","ISD","US-S00576","True","True"
"10.0.0.0","10.223.106.0","ISD","US-S00179","True","True"
"10.0.0.0","10.127.249.160","ISD","UK-S07422","True","True"
"10.0.0.0","10.194.132.0","ISD","US-S00043","True","True"
"10.0.0.0","10.164.200.0","ISD","MX-S07465","True","True"
"10.0.0.0","10.147.56.0","ISD","CA-S06093","True","True"
"10.0.0.0","10.200.168.0","ISD","US-S00290","True","True"
"10.0.0.0","10.197.170.0","ISD","US-S00275","True","True"
"10.0.0.0","10.194.150.0","ISD","US-S00289","True","True"
"10.0.0.0","10.197.176.0","ISD","US-S00331","True","True"
"10.0.0.0","10.211.90.0","ISD","US-S00298","True","True"
"10.0.0.0","10.200.178.0","ISD","US-S00349","True","True"
"10.0.0.0","10.222.196.0","ISD","US-S00273","True","True"
"10.0.0.0","10.215.50.0","ISD","US-S00315","True","True"
"10.0.0.0","10.193.18.0","ISD","US-S00326","True","True"
"10.0.0.0","10.214.246.0","ISD","US-S00306","True","True"
"10.0.0.0","10.198.26.0","ISD","US-S00276","True","True"
"10.0.0.0","10.203.88.0","ISD","US-S00304","True","True"
"10.0.0.0","10.194.142.0","ISD","US-S00156","True","True"
"10.0.0.0","10.196.40.0","ISD","US-S00204","True","True"
"10.0.0.0","10.149.12.0","ISD","MX-S06549","True","True"
"10.0.0.0","10.155.200.0","ISD","US-S07036","True","True"
"10.0.0.0","10.14.7.0","ISD","CN-HOMEOFFICE","True","True"
"10.0.0.0","10.143.239.0","ISD","UK-Leeds-DR","True","True"
"10.0.0.0","10.78.255.0","ISD","CAM-Guatemala-HO","True","True"
"10.0.0.0","10.0.20.0","ISD","US-S05315","True","True"
"10.0.0.0","10.0.18.0","ISD","US-S05315","True","True"
"10.0.0.0","10.0.255.89","ISD","US-S09149","True","True"
"10.0.0.0","10.164.128.96","ISD","US-S08234","True","True"
"10.0.0.0","10.14.9.0","ISD","CN-HOMEOFFICE","True","True"
"10.0.0.0","10.14.5.0","ISD","CN-HOMEOFFICE","True","True"
"10.0.0.0","10.155.224.0","ISD","US-S07047","True","True"
"10.0.0.0","10.200.204.0","ISD","US-S00457","True","True"
"10.0.0.0","10.5.248.8","ISD","BR-S07457","True","True"
"10.0.0.0","10.213.78.0","ISD","US-S00295","True","True"
"10.0.0.0","10.215.116.0","ISD","US-S00259","True","True"
"10.0.0.0","10.165.22.128","ISD","US-S09309","True","True"
"10.0.0.0","10.197.172.0","ISD","US-S00299","True","True"
"10.0.0.0","10.197.178.0","ISD","US-S00361","True","True"
"10.0.0.0","10.194.38.0","ISD","US-S00513","True","True"
"10.0.0.0","10.198.62.0","ISD","US-S00507","True","True"
"10.0.0.0","10.214.34.0","ISD","US-S00615","True","True"
"10.0.0.0","10.200.42.0","ISD","US-S00527","True","True"
"10.0.0.0","10.194.20.0","ISD","US-S00579","True","True"
"10.0.0.0","10.197.10.0","ISD","US-S00512","True","True"
"10.0.0.0","10.215.26.0","ISD","US-S00526","True","True"
"10.0.0.0","10.196.64.0","ISD","US-S00544","True","True"
"10.0.0.0","10.218.206.0","ISD","US-S00588","True","True"
"10.0.0.0","10.200.226.0","ISD","US-S00614","True","True"
"10.0.0.0","10.200.62.0","ISD","US-S00616","True","True"
"10.0.0.0","10.221.148.0","ISD","US-S00582","True","True"
"10.0.0.0","10.199.164.0","ISD","US-S00607","True","True"
"10.0.0.0","10.70.108.0","ISD","US-S00539","True","True"
"10.0.0.0","10.215.14.0","ISD","US-S00529","True","True"
"10.0.0.0","10.201.198.0","ISD","US-S00339","True","True"
"10.0.0.0","10.215.36.0","ISD","US-S00265","True","True"
"10.0.0.0","10.194.152.0","ISD","US-S00292","True","True"
"10.0.0.0","10.198.36.0","ISD","US-S00311","True","True"
"10.0.0.0","10.200.164.0","ISD","US-S00283","True","True"
"10.0.0.0","10.196.56.0","ISD","US-S00360","True","True"
"10.0.0.0","10.200.24.0","ISD","US-S00330","True","True"
"10.0.0.0","10.193.22.0","ISD","US-S00357","True","True"
"10.0.0.0","10.211.210.0","ISD","US-S00282","True","True"
"10.0.0.0","10.197.234.0","ISD","US-S00268","True","True"
"10.0.0.0","10.194.154.0","ISD","US-S00293","True","True"
"10.0.0.0","10.221.100.0","ISD","US-S00278","True","True"
"10.0.0.0","10.220.64.0","ISD","US-S00318","True","True"
"10.0.0.0","10.197.18.0","ISD","US-S00329","True","True"
"10.0.0.0","10.193.10.0","ISD","US-S00274","True","True"
"10.0.0.0","10.199.8.0","ISD","US-S00334","True","True"
"10.0.0.0","10.223.150.0","ISD","US-S00272","True","True"
"10.0.0.0","10.223.172.0","ISD","US-S00325","True","True"
"10.0.0.0","10.200.20.0","ISD","US-S00321","True","True"
"10.0.0.0","10.69.236.0","ISD","US-S00267","True","True"
"10.0.0.0","10.192.36.0","ISD","US-S00086","True","True"
"10.0.0.0","10.196.6.0","ISD","US-S00041","True","True"
"10.0.0.0","10.197.134.0","ISD","US-S00063","True","True"
"10.0.0.0","10.145.32.0","ISD","US-S06005","True","True"
"10.0.0.0","10.11.0.128","ISD","ISD","False","True"
"10.0.0.0","10.11.3.0","ISD","ISD","False","True"
"10.0.0.0","10.11.1.32","ISD","ISD","False","True"
"10.0.0.0","10.11.0.96","ISD","ISD","False","True"
"10.0.0.0","10.11.0.0","ISD","ISD","False","True"
"10.0.0.0","10.144.160.0","ISD","US-S06027","True","True"
"10.0.0.0","10.146.64.0","ISD","US-S07025","True","True"
"10.0.0.0","10.164.69.0","ISD","US-S06698","True","True"
"10.0.0.0","10.164.72.0","ISD","US-S06598","True","True"
"10.0.0.0","10.164.81.0","ISD","US-S06499","True","True"
"10.0.0.0","10.164.76.0","ISD","US-S06496","True","True"
"10.0.0.0","10.164.67.0","ISD","US-S06492","True","True"
"10.0.0.0","10.164.68.0","ISD","US-S06697","True","True"
"10.0.0.0","10.164.120.0","ISD","US-S07012","True","True"
"10.0.0.0","10.144.8.0","ISD","US-S06047","True","True"
"10.0.0.0","10.164.176.0","ISD","US-S06070","True","True"
"10.0.0.0","10.146.16.0","ISD","US-S06080","True","True"
"10.0.0.0","10.171.14.0","ISD","JP-Akabane","True","True"
"10.0.0.0","10.171.13.0","ISD","JP-Akabane","True","True"
"10.0.0.0","10.171.12.0","ISD","JP-Akabane","True","True"
"10.0.0.0","10.171.11.0","ISD","JP-Akabane","True","True"
"10.0.0.0","10.171.10.0","ISD","JP-Akabane","True","True"
"10.0.0.0","10.11.0.192","ISD","ISD","False","True"
"10.0.0.0","10.164.94.0","ISD","US-S09271","True","True"
"10.0.0.0","10.164.78.0","ISD","US-S08300","True","True"
"10.0.0.0","10.164.84.0","ISD","US-S08232","True","True"
"10.0.0.0","10.164.85.0","ISD","US-S08231","True","True"
"10.0.0.0","10.164.71.0","ISD","US-S08229","True","True"
"10.0.0.0","10.164.88.0","ISD","US-S08206","True","True"
"10.0.0.0","10.164.112.0","ISD","US-S07010","True","True"
"10.0.0.0","10.146.32.0","ISD","US-S06099","True","True"
"10.0.0.0","10.164.184.0","ISD","US-S06091","True","True"
"10.0.0.0","10.145.48.0","ISD","US-S06061","True","True"
"10.0.0.0","10.164.80.0","ISD","US-S09196","True","True"
"10.0.0.0","10.164.87.0","ISD","US-S09193","True","True"
"10.0.0.0","10.164.86.0","ISD","US-S06596","True","True"
"10.0.0.0","10.144.16.0","ISD","US-S06040","True","True"
"10.0.0.0","10.144.24.0","ISD","US-S06039","True","True"
"10.0.0.0","10.144.184.0","ISD","US-S06036","True","True"
"10.0.0.0","10.144.176.0","ISD","US-S06035","True","True"
"10.0.0.0","10.144.168.0","ISD","US-S06030","True","True"
"10.0.0.0","10.145.24.0","ISD","US-S06029","True","True"
"10.0.0.0","10.164.93.0","ISD","US-S06028","True","True"
"10.0.0.0","10.144.136.0","ISD","US-S06024","True","True"
"10.0.0.0","10.144.128.0","ISD","US-S06023","True","True"
"10.0.0.0","10.145.56.0","ISD","US-S06022","True","True"
"10.0.0.0","10.144.112.0","ISD","US-S06020","True","True"
"10.0.0.0","10.168.1.0","ISD","US-S09849","True","True"
"10.0.0.0","10.144.88.0","ISD","US-S06017","True","True"
"10.0.0.0","10.144.80.0","ISD","US-S06016","True","True"
"10.0.0.0","10.144.64.0","ISD","US-S06012","True","True"
"10.0.0.0","10.145.72.0","ISD","US-S06042","True","True"
"10.0.0.0","10.171.15.0","ISD","JP-Akabane","True","True"
"10.0.0.0","10.145.8.0","ISD","US-S06043","True","True"
"10.0.0.0","10.145.184.0","ISD","US-S06056","True","True"
"10.0.0.0","10.164.83.0","ISD","US-S06495","True","True"
"10.0.0.0","10.164.128.16","ISD","US-S06389","True","True"
"10.0.0.0","10.145.160.0","ISD","US-S06096","True","True"
"10.0.0.0","10.145.200.0","ISD","US-S06092","True","True"
"10.0.0.0","10.145.168.0","ISD","US-S06090","True","True"
"10.0.0.0","10.145.0.0","ISD","US-S06084","True","True"
"10.0.0.0","10.144.240.0","ISD","US-S06083","True","True"
"10.0.0.0","10.144.224.0","ISD","US-S06073","True","True"
"10.0.0.0","10.144.216.0","ISD","US-S06072","True","True"
"10.0.0.0","10.144.208.0","ISD","US-S06071","True","True"
"10.0.0.0","10.145.224.0","ISD","US-S06069","True","True"
"10.0.0.0","10.146.0.0","ISD","US-S06065","True","True"
"10.0.0.0","10.164.48.0","ISD","US-S06064","True","True"
"10.0.0.0","10.145.232.0","ISD","US-S06062","True","True"
"10.0.0.0","10.144.200.0","ISD","US-S06059","True","True"
"10.0.0.0","10.145.176.0","ISD","US-S06055","True","True"
"10.0.0.0","10.171.16.0","ISD","JP-Akabane","True","True"
"10.0.0.0","10.171.17.0","ISD","JP-Akabane","True","True"
"10.0.0.0","10.171.18.0","ISD","JP-Akabane","True","True"
"10.0.0.0","10.223.118.0","ISD","US-S00462","True","True"
"10.0.0.0","10.196.212.0","ISD","US-S00461","True","True"
"10.0.0.0","10.223.116.0","ISD","US-S00458","True","True"
"10.0.0.0","10.223.114.0","ISD","US-S00456","True","True"
"10.0.0.0","10.218.204.0","ISD","US-S00450","True","True"
"10.0.0.0","10.201.14.0","ISD","US-S00449","True","True"
"10.0.0.0","10.68.76.0","ISD","US-S00448","True","True"
"10.0.0.0","10.211.184.0","ISD","US-S00448","True","True"
"10.0.0.0","10.193.2.0","ISD","US-S00447","True","True"
"10.0.0.0","10.196.180.0","ISD","US-S00445","True","True"
"10.0.0.0","10.193.140.0","ISD","US-S00444","True","True"
"10.0.0.0","10.214.182.0","ISD","US-S00442","True","True"
"10.0.0.0","10.223.112.0","ISD","US-S00435","True","True"
"10.0.0.0","10.214.198.0","ISD","US-S00434","True","True"
"10.0.0.0","10.199.30.0","ISD","US-S00432","True","True"
"10.0.0.0","10.196.222.0","ISD","US-S00466","True","True"
"10.0.0.0","10.214.44.0","ISD","US-S00431","True","True"
"10.0.0.0","10.214.200.0","ISD","US-S00467","True","True"
"10.0.0.0","10.211.146.0","ISD","US-S00472","True","True"
"10.0.0.0","10.212.32.0","ISD","US-S00502","True","True"
"10.0.0.0","10.218.100.0","ISD","US-S00501","True","True"
"10.0.0.0","10.212.18.0","ISD","US-S00500","True","True"
"10.0.0.0","10.196.228.0","ISD","US-S00499","True","True"
"10.0.0.0","10.193.38.0","ISD","US-S00498","True","True"
"10.0.0.0","10.218.76.0","ISD","US-S00495","True","True"
"10.0.0.0","10.214.170.0","ISD","US-S00492","True","True"
"10.0.0.0","10.196.62.0","ISD","US-S00491","True","True"
"10.0.0.0","10.193.142.0","ISD","US-S00489","True","True"
"10.0.0.0","10.197.244.0","ISD","US-S00488","True","True"
"10.0.0.0","10.196.238.0","ISD","US-S00486","True","True"
"10.0.0.0","10.215.76.0","ISD","US-S00483","True","True"
"10.0.0.0","10.212.30.0","ISD","US-S00479","True","True"
"10.0.0.0","10.213.84.0","ISD","US-S00475","True","True"
"10.0.0.0","10.68.12.0","ISD","US-S00472","True","True"
"10.0.0.0","10.201.166.0","ISD","US-S00471","True","True"
"10.0.0.0","10.144.48.0","ISD","US-S06010","True","True"
"10.0.0.0","10.202.2.0","ISD","US-S00429","True","True"
"10.0.0.0","10.68.160.0","ISD","US-S00426","True","True"
"10.0.0.0","10.146.128.0","ISD","PR-S06087","True","True"
"10.0.0.0","10.146.136.0","ISD","US-S07021","True","True"
"10.0.0.0","10.171.9.0","ISD","JP-Akabane","True","True"
"10.0.0.0","10.158.32.0","ISD","CA-S06093","True","True"
"10.0.0.0","10.147.0.0","ISD","US-S07034","True","True"
"10.0.0.0","10.171.45.0","ISD","JP-Kawagoe","True","True"
"10.0.0.0","10.171.44.0","ISD","JP-Kawagoe","True","True"
"10.0.0.0","10.171.43.0","ISD","JP-Kawagoe","True","True"
"10.0.0.0","10.171.42.0","ISD","JP-Kawagoe","True","True"
"10.0.0.0","10.171.41.0","ISD","JP-Kawagoe","True","True"
"10.0.0.0","10.171.40.0","ISD","JP-Kawagoe","True","True"
"10.0.0.0","10.171.22.0","ISD","JP-Akabane","True","True"
"10.0.0.0","10.171.21.0","ISD","JP-Akabane","True","True"
"10.0.0.0","10.171.20.0","ISD","JP-Akabane","True","True"
"10.0.0.0","10.171.19.0","ISD","JP-Akabane","True","True"
"10.0.0.0","10.158.25.0","ISD","CA-S06079","True","True"
"10.0.0.0","10.200.36.0","ISD","US-S00427","True","True"
"10.0.0.0","10.158.24.0","ISD","CA-S06079","True","True"
"10.0.0.0","10.146.152.0","ISD","US-S07038","True","True"
"10.0.0.0","10.221.144.0","ISD","US-S00426","True","True"
"10.0.0.0","10.199.28.0","ISD","US-S00425","True","True"
"10.0.0.0","10.197.182.0","ISD","US-S00424","True","True"
"10.0.0.0","10.212.158.0","ISD","US-S00421","True","True"
"10.0.0.0","10.216.52.0","ISD","US-S00420","True","True"
"10.0.0.0","10.200.208.0","ISD","US-S00419","True","True"
"10.0.0.0","10.197.26.0","ISD","US-S00418","True","True"
"10.0.0.0","10.200.34.0","ISD","US-S00417","True","True"
"10.0.0.0","10.199.26.0","ISD","US-S00415","True","True"
"10.0.0.0","10.199.24.0","ISD","US-S00409","True","True"
"10.0.0.0","10.201.110.0","ISD","US-S00408","True","True"
"10.0.0.0","10.69.248.0","ISD","US-S00407","True","True"
"10.0.0.0","10.214.28.0","ISD","US-S00406","True","True"
"10.0.0.0","10.67.224.0","ISD","US-S00405","True","True"
"10.0.0.0","10.197.24.0","ISD","US-S00402","True","True"
"10.0.0.0","10.168.4.0","ISD","US-S08872","True","True"
"10.0.0.0","10.212.168.0","ISD","US-S00504","True","True"
"10.0.0.0","10.144.40.0","ISD","US-S06009","True","True"
"10.0.0.0","10.145.128.0","ISD","US-S06060","True","True"
"10.0.0.0","10.0.255.21","ISD","US-S06061","True","True"
"10.0.0.0","10.0.255.99","ISD","US-S06496","True","True"
"10.0.0.0","10.0.255.72","ISD","MX-S06388","True","True"
"10.0.0.0","10.0.250.2","ISD","BR-S07457","True","True"
"10.0.0.0","10.0.255.134","ISD","US-S06060","True","True"
"10.0.0.0","10.0.255.41","ISD","US-S06060","True","True"
"10.0.0.0","10.0.255.71","ISD","US-S09850","True","True"
"10.0.0.0","10.0.249.0","ISD","BR-HOMEOFFICE","True","True"
"10.0.0.0","10.0.255.96","ISD","US-S06493","True","True"
"10.0.0.0","10.0.255.40","ISD","US-S06060","True","True"
"10.0.0.0","10.0.255.39","ISD","US-S06060","True","True"
"10.0.0.0","10.0.255.95","ISD","US-S06493","True","True"
"10.0.0.0","10.0.246.27","ISD","MX-S07469","True","True"
"10.0.0.0","10.0.255.130","ISD","US-S06697","True","True"
"10.0.0.0","10.0.254.79","ISD","CN-S07484","True","True"
"10.0.0.0","10.0.255.20","ISD","US-S06061","True","True"
"10.0.0.0","10.0.255.120","ISD","US-S08232","True","True"
"10.0.0.0","10.0.255.118","ISD","US-S08231","True","True"
"10.0.0.0","10.146.80.0","ISD","US-S07017","True","True"
"10.0.0.0","10.146.72.0","ISD","US-S07016","True","True"
"10.0.0.0","10.146.24.0","ISD","US-S06066","True","True"
"10.0.0.0","10.9.104.0","ISD","US-S06000","True","True"
"10.0.0.0","10.0.255.90","ISD","US-S09149","True","True"
"10.0.0.0","10.0.255.73","ISD","MX-S06388","True","True"
"10.0.0.0","10.0.255.22","ISD","US-S06061","True","True"
"10.0.0.0","10.0.255.94","ISD","US-S06492","True","True"
"10.0.0.0","10.0.255.108","ISD","US-S06598","True","True"
"10.0.0.0","10.0.255.112","ISD","US-S06698","True","True"
